2026-03-28 07:19 | $66,422.41
2026-03-28 07:24 | $66,422.42  (+$0.01)
2026-03-28 07:30 | $66,409.33  ($-13.09)
2026-03-28 07:34 | $66,396.95  ($-12.37)
2026-03-28 07:39 | $66,397.22  (+$0.27)
2026-03-28 07:44 | $66,404.80  (+$7.57)
2026-03-28 07:49 | $66,425.58  (+$20.78)
2026-03-28 07:54 | $66,440.76  (+$15.18)
2026-03-28 07:59 | $66,516.27  (+$75.52)
2026-03-28 08:04 | $66,479.66  ($-36.62)
2026-03-28 08:09 | $66,467.58  ($-12.08)
2026-03-28 08:14 | $66,440.11  ($-27.47)

CURRENT PRICE: $66,471.44 at 2026-03-28 08:19
