2026-03-28 19:29 | $66,803.81
2026-03-28 19:34 | $66,822.20  (+$18.40)
2026-03-28 19:39 | $66,822.07  ($-0.13)
2026-03-28 19:44 | $66,809.12  ($-12.95)
2026-03-28 19:49 | $66,818.44  (+$9.32)
2026-03-28 19:54 | $66,810.23  ($-8.21)
2026-03-28 20:00 | $66,851.14  (+$40.91)
2026-03-28 20:04 | $66,932.19  (+$81.05)
2026-03-28 20:09 | $66,942.06  (+$9.87)
2026-03-28 20:14 | $66,933.36  ($-8.70)
2026-03-28 20:19 | $66,951.20  (+$17.84)
2026-03-28 20:24 | $66,898.27  ($-52.92)

CURRENT PRICE: $66,865.50 at 2026-03-28 20:30
