2026-03-27 22:39 | $65,884.75
2026-03-27 22:44 | $65,974.97  (+$90.22)
2026-03-27 22:49 | $65,987.76  (+$12.80)
2026-03-27 22:54 | $65,982.20  ($-5.56)
2026-03-27 23:00 | $65,981.97  ($-0.23)
2026-03-27 23:04 | $65,961.58  ($-20.39)
2026-03-27 23:09 | $65,930.70  ($-30.88)
2026-03-27 23:14 | $66,027.61  (+$96.90)
2026-03-27 23:19 | $66,049.04  (+$21.43)
2026-03-27 23:24 | $66,110.95  (+$61.91)
2026-03-27 23:29 | $66,140.08  (+$29.14)
2026-03-27 23:34 | $66,134.21  ($-5.88)

CURRENT PRICE: $66,183.10 at 2026-03-27 23:39
