2026-03-28 06:59 | $66,363.77
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)
2026-03-28 07:14 | $66,382.41  (+$14.66)
2026-03-28 07:19 | $66,422.41  (+$40.00)
2026-03-28 07:24 | $66,422.42  (+$0.01)
2026-03-28 07:30 | $66,409.33  ($-13.09)
2026-03-28 07:34 | $66,396.95  ($-12.37)
2026-03-28 07:39 | $66,397.22  (+$0.27)
2026-03-28 07:44 | $66,404.80  (+$7.57)
2026-03-28 07:49 | $66,425.58  (+$20.78)
2026-03-28 07:54 | $66,440.76  (+$15.18)

CURRENT PRICE: $66,516.27 at 2026-03-28 07:59
