2026-03-28 05:04 | $66,206.18
2026-03-28 05:09 | $66,202.39  ($-3.80)
2026-03-28 05:14 | $66,193.84  ($-8.55)
2026-03-28 05:19 | $66,206.51  (+$12.67)
2026-03-28 05:24 | $66,275.95  (+$69.45)
2026-03-28 05:29 | $66,305.57  (+$29.62)
2026-03-28 05:34 | $66,303.49  ($-2.09)
2026-03-28 05:39 | $66,279.17  ($-24.32)
2026-03-28 05:44 | $66,245.47  ($-33.70)
2026-03-28 05:49 | $66,284.06  (+$38.58)
2026-03-28 05:54 | $66,314.53  (+$30.47)
2026-03-28 05:59 | $66,307.10  ($-7.43)

CURRENT PRICE: $66,267.64 at 2026-03-28 06:04
