2026-03-28 05:34 | $66,303.49
2026-03-28 05:39 | $66,279.17  ($-24.32)
2026-03-28 05:44 | $66,245.47  ($-33.70)
2026-03-28 05:49 | $66,284.06  (+$38.58)
2026-03-28 05:54 | $66,314.53  (+$30.47)
2026-03-28 05:59 | $66,307.10  ($-7.43)
2026-03-28 06:04 | $66,267.64  ($-39.45)
2026-03-28 06:09 | $66,319.18  (+$51.53)
2026-03-28 06:14 | $66,301.55  ($-17.63)
2026-03-28 06:19 | $66,422.41  (+$120.86)
2026-03-28 06:24 | $66,391.71  ($-30.70)
2026-03-28 06:29 | $66,413.34  (+$21.63)

CURRENT PRICE: $66,405.71 at 2026-03-28 06:34
