2026-03-28 02:39 | $65,958.55
2026-03-28 02:44 | $65,986.59  (+$28.04)
2026-03-28 02:49 | $65,964.50  ($-22.09)
2026-03-28 02:54 | $66,012.51  (+$48.01)
2026-03-28 03:00 | $65,995.97  ($-16.55)
2026-03-28 03:04 | $66,055.13  (+$59.16)
2026-03-28 03:09 | $66,078.63  (+$23.50)
2026-03-28 03:14 | $66,089.93  (+$11.30)
2026-03-28 03:19 | $66,121.28  (+$31.35)
2026-03-28 03:24 | $66,123.20  (+$1.93)
2026-03-28 03:29 | $66,106.66  ($-16.54)
2026-03-28 03:34 | $66,116.69  (+$10.03)

CURRENT PRICE: $66,174.75 at 2026-03-28 03:39
