2026-03-28 10:14 | $66,290.52
2026-03-28 10:19 | $66,274.50  ($-16.02)
2026-03-28 10:24 | $66,196.14  ($-78.36)
2026-03-28 10:29 | $66,136.42  ($-59.72)
2026-03-28 10:34 | $66,178.75  (+$42.32)
2026-03-28 10:39 | $66,113.45  ($-65.30)
2026-03-28 10:44 | $66,138.78  (+$25.33)
2026-03-28 10:49 | $66,139.32  (+$0.53)
2026-03-28 10:54 | $66,151.37  (+$12.05)
2026-03-28 10:59 | $66,178.93  (+$27.56)
2026-03-28 11:04 | $66,167.02  ($-11.91)
2026-03-28 11:09 | $66,215.09  (+$48.07)

CURRENT PRICE: $66,180.52 at 2026-03-28 11:14
