2026-03-28 11:49 | $66,299.30
2026-03-28 11:54 | $66,297.32  ($-1.98)
2026-03-28 11:59 | $66,303.93  (+$6.61)
2026-03-28 12:04 | $66,274.73  ($-29.20)
2026-03-28 12:09 | $66,266.04  ($-8.69)
2026-03-28 12:14 | $66,343.39  (+$77.35)
2026-03-28 12:19 | $66,456.77  (+$113.39)
2026-03-28 12:24 | $66,421.37  ($-35.40)
2026-03-28 12:29 | $66,395.84  ($-25.53)
2026-03-28 12:34 | $66,341.87  ($-53.97)
2026-03-28 12:39 | $66,308.66  ($-33.21)
2026-03-28 12:44 | $66,325.05  (+$16.40)

CURRENT PRICE: $66,331.62 at 2026-03-28 12:49
