2026-03-28 06:14 | $66,301.55
2026-03-28 06:19 | $66,422.41  (+$120.86)
2026-03-28 06:24 | $66,391.71  ($-30.70)
2026-03-28 06:29 | $66,413.34  (+$21.63)
2026-03-28 06:34 | $66,405.71  ($-7.63)
2026-03-28 06:39 | $66,397.61  ($-8.09)
2026-03-28 06:44 | $66,407.25  (+$9.64)
2026-03-28 06:49 | $66,364.17  ($-43.08)
2026-03-28 06:54 | $66,339.91  ($-24.26)
2026-03-28 06:59 | $66,363.77  (+$23.86)
2026-03-28 07:04 | $66,351.61  ($-12.16)
2026-03-28 07:09 | $66,367.76  (+$16.14)

CURRENT PRICE: $66,382.41 at 2026-03-28 07:14
