2026-03-28 15:00 | $66,707.15
2026-03-28 15:04 | $66,717.85  (+$10.70)
2026-03-28 15:09 | $66,739.58  (+$21.73)
2026-03-28 15:14 | $66,832.21  (+$92.63)
2026-03-28 15:19 | $67,002.64  (+$170.43)
2026-03-28 15:24 | $67,185.75  (+$183.11)
2026-03-28 15:29 | $67,018.09  ($-167.66)
2026-03-28 15:34 | $67,022.93  (+$4.84)
2026-03-28 15:39 | $67,037.60  (+$14.67)
2026-03-28 15:44 | $66,995.05  ($-42.55)
2026-03-28 15:49 | $66,981.40  ($-13.65)
2026-03-28 15:54 | $66,940.90  ($-40.50)

CURRENT PRICE: $66,946.64 at 2026-03-28 15:59
