2026-03-28 20:24 | $66,898.27
2026-03-28 20:30 | $66,865.50  ($-32.77)
2026-03-28 20:34 | $66,908.95  (+$43.45)
2026-03-28 20:39 | $66,923.60  (+$14.65)
2026-03-28 20:44 | $66,867.63  ($-55.98)
2026-03-28 20:49 | $66,882.14  (+$14.51)
2026-03-28 20:54 | $66,907.70  (+$25.56)
2026-03-28 20:59 | $66,894.76  ($-12.94)
2026-03-28 21:04 | $66,865.14  ($-29.62)
2026-03-28 21:09 | $66,801.78  ($-63.36)
2026-03-28 21:15 | $66,779.64  ($-22.15)
2026-03-28 21:19 | $66,768.30  ($-11.33)

CURRENT PRICE: $66,764.34 at 2026-03-28 21:24
