2026-03-28 08:44 | $66,399.75
2026-03-28 08:49 | $66,403.84  (+$4.09)
2026-03-28 08:54 | $66,362.49  ($-41.36)
2026-03-28 08:59 | $66,350.42  ($-12.07)
2026-03-28 09:04 | $66,320.29  ($-30.13)
2026-03-28 09:09 | $66,302.71  ($-17.57)
2026-03-28 09:14 | $66,306.77  (+$4.06)
2026-03-28 09:19 | $66,303.04  ($-3.72)
2026-03-28 09:24 | $66,345.34  (+$42.30)
2026-03-28 09:29 | $66,328.88  ($-16.46)
2026-03-28 09:34 | $66,271.01  ($-57.87)
2026-03-28 09:39 | $66,256.67  ($-14.34)

CURRENT PRICE: $66,252.61 at 2026-03-28 09:44
