2026-03-28 10:59 | $66,178.93
2026-03-28 11:04 | $66,167.02  ($-11.91)
2026-03-28 11:09 | $66,215.09  (+$48.07)
2026-03-28 11:14 | $66,180.52  ($-34.57)
2026-03-28 11:19 | $66,211.49  (+$30.97)
2026-03-28 11:24 | $66,219.45  (+$7.96)
2026-03-28 11:29 | $66,261.61  (+$42.15)
2026-03-28 11:34 | $66,272.70  (+$11.10)
2026-03-28 11:39 | $66,261.51  ($-11.19)
2026-03-28 11:44 | $66,282.03  (+$20.52)
2026-03-28 11:49 | $66,299.30  (+$17.27)
2026-03-28 11:54 | $66,297.32  ($-1.98)

CURRENT PRICE: $66,303.93 at 2026-03-28 11:59
