2026-03-28 17:29 | $66,755.12
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)
2026-03-28 18:09 | $66,850.48  ($-14.33)
2026-03-28 18:14 | $66,887.63  (+$37.15)
2026-03-28 18:19 | $66,864.21  ($-23.42)
2026-03-28 18:24 | $66,853.73  ($-10.48)

CURRENT PRICE: $66,868.28 at 2026-03-28 18:29
