2026-03-28 18:19 | $66,864.21
2026-03-28 18:24 | $66,853.73  ($-10.48)
2026-03-28 18:29 | $66,868.28  (+$14.55)
2026-03-28 18:34 | $66,860.66  ($-7.63)
2026-03-28 18:39 | $66,803.65  ($-57.01)
2026-03-28 18:44 | $66,880.20  (+$76.56)
2026-03-28 18:49 | $66,866.61  ($-13.60)
2026-03-28 18:54 | $66,861.81  ($-4.80)
2026-03-28 19:00 | $66,879.95  (+$18.14)
2026-03-28 19:04 | $66,891.80  (+$11.85)
2026-03-28 19:09 | $66,887.23  ($-4.58)
2026-03-28 19:14 | $66,791.98  ($-95.24)

CURRENT PRICE: $66,793.50 at 2026-03-28 19:19
