2026-03-28 13:24 | $66,414.81
2026-03-28 13:30 | $66,395.78  ($-19.04)
2026-03-28 13:34 | $66,580.67  (+$184.90)
2026-03-28 13:39 | $66,626.84  (+$46.16)
2026-03-28 13:44 | $66,935.68  (+$308.84)
2026-03-28 13:49 | $66,901.31  ($-34.37)
2026-03-28 13:54 | $66,825.97  ($-75.34)
2026-03-28 13:59 | $66,770.26  ($-55.71)
2026-03-28 14:04 | $66,743.30  ($-26.95)
2026-03-28 14:09 | $66,780.61  (+$37.30)
2026-03-28 14:14 | $66,729.04  ($-51.57)
2026-03-28 14:19 | $66,733.01  (+$3.97)

CURRENT PRICE: $66,782.18 at 2026-03-28 14:24
