2026-03-28 20:49 | $66,882.14
2026-03-28 20:54 | $66,907.70  (+$25.56)
2026-03-28 20:59 | $66,894.76  ($-12.94)
2026-03-28 21:04 | $66,865.14  ($-29.62)
2026-03-28 21:09 | $66,801.78  ($-63.36)
2026-03-28 21:15 | $66,779.64  ($-22.15)
2026-03-28 21:19 | $66,768.30  ($-11.33)
2026-03-28 21:24 | $66,764.34  ($-3.96)
2026-03-28 21:29 | $66,772.70  (+$8.36)
2026-03-28 21:34 | $66,777.08  (+$4.38)
2026-03-28 21:39 | $66,810.79  (+$33.70)
2026-03-28 21:44 | $66,821.48  (+$10.69)

CURRENT PRICE: $66,751.11 at 2026-03-28 21:49
