2026-03-28 01:14 | $66,115.52
2026-03-28 01:19 | $66,184.06  (+$68.54)
2026-03-28 01:24 | $66,216.26  (+$32.20)
2026-03-28 01:29 | $66,173.32  ($-42.95)
2026-03-28 01:34 | $66,228.23  (+$54.91)
2026-03-28 01:39 | $66,051.50  ($-176.73)
2026-03-28 01:44 | $66,084.28  (+$32.79)
2026-03-28 01:49 | $66,126.06  (+$41.78)
2026-03-28 01:54 | $66,099.23  ($-26.83)
2026-03-28 01:59 | $66,067.46  ($-31.77)
2026-03-28 02:04 | $66,159.54  (+$92.08)
2026-03-28 02:09 | $66,165.35  (+$5.80)

CURRENT PRICE: $66,184.03 at 2026-03-28 02:14
