2026-03-28 10:39 | $66,113.45
2026-03-28 10:44 | $66,138.78  (+$25.33)
2026-03-28 10:49 | $66,139.32  (+$0.53)
2026-03-28 10:54 | $66,151.37  (+$12.05)
2026-03-28 10:59 | $66,178.93  (+$27.56)
2026-03-28 11:04 | $66,167.02  ($-11.91)
2026-03-28 11:09 | $66,215.09  (+$48.07)
2026-03-28 11:14 | $66,180.52  ($-34.57)
2026-03-28 11:19 | $66,211.49  (+$30.97)
2026-03-28 11:24 | $66,219.45  (+$7.96)
2026-03-28 11:29 | $66,261.61  (+$42.15)
2026-03-28 11:34 | $66,272.70  (+$11.10)

CURRENT PRICE: $66,261.51 at 2026-03-28 11:39
