2026-03-28 08:04 | $66,479.66
2026-03-28 08:09 | $66,467.58  ($-12.08)
2026-03-28 08:14 | $66,440.11  ($-27.47)
2026-03-28 08:19 | $66,471.44  (+$31.33)
2026-03-28 08:24 | $66,495.41  (+$23.97)
2026-03-28 08:29 | $66,501.99  (+$6.58)
2026-03-28 08:34 | $66,486.72  ($-15.27)
2026-03-28 08:39 | $66,442.30  ($-44.42)
2026-03-28 08:44 | $66,399.75  ($-42.55)
2026-03-28 08:49 | $66,403.84  (+$4.09)
2026-03-28 08:54 | $66,362.49  ($-41.36)
2026-03-28 08:59 | $66,350.42  ($-12.07)

CURRENT PRICE: $66,320.29 at 2026-03-28 09:04
