2026-03-28 11:14 | $66,180.52
2026-03-28 11:19 | $66,211.49  (+$30.97)
2026-03-28 11:24 | $66,219.45  (+$7.96)
2026-03-28 11:29 | $66,261.61  (+$42.15)
2026-03-28 11:34 | $66,272.70  (+$11.10)
2026-03-28 11:39 | $66,261.51  ($-11.19)
2026-03-28 11:44 | $66,282.03  (+$20.52)
2026-03-28 11:49 | $66,299.30  (+$17.27)
2026-03-28 11:54 | $66,297.32  ($-1.98)
2026-03-28 11:59 | $66,303.93  (+$6.61)
2026-03-28 12:04 | $66,274.73  ($-29.20)
2026-03-28 12:09 | $66,266.04  ($-8.69)

CURRENT PRICE: $66,343.39 at 2026-03-28 12:14
