You are a quantitative analyst backtesting BTC 5-minute price predictions on HISTORICAL data. This is purely academic research. DO NOT use any tools - all data is provided below.

Below are 10 windows of real BTC price history (12 candles each, 5-min intervals). For each window, predict if the price goes UP or DOWN in the next 5 minutes after the CURRENT PRICE.

For EACH window, briefly analyze trend, momentum, and the last few candles, then predict.

DATA:

=== WINDOW 220 ===
2026-03-28 16:44 | $66,866.23
2026-03-28 16:49 | $66,858.26  ($-7.97)
2026-03-28 16:54 | $66,823.81  ($-34.44)
2026-03-28 16:59 | $66,874.78  (+$50.96)
2026-03-28 17:04 | $66,911.63  (+$36.85)
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)

CURRENT PRICE: $66,795.57 at 2026-03-28 17:44

=== WINDOW 221 ===
2026-03-28 16:49 | $66,858.26
2026-03-28 16:54 | $66,823.81  ($-34.44)
2026-03-28 16:59 | $66,874.78  (+$50.96)
2026-03-28 17:04 | $66,911.63  (+$36.85)
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)

CURRENT PRICE: $66,774.29 at 2026-03-28 17:49

=== WINDOW 222 ===
2026-03-28 16:54 | $66,823.81
2026-03-28 16:59 | $66,874.78  (+$50.96)
2026-03-28 17:04 | $66,911.63  (+$36.85)
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)

CURRENT PRICE: $66,761.49 at 2026-03-28 17:54

=== WINDOW 223 ===
2026-03-28 16:59 | $66,874.78
2026-03-28 17:04 | $66,911.63  (+$36.85)
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)

CURRENT PRICE: $66,803.08 at 2026-03-28 18:00

=== WINDOW 224 ===
2026-03-28 17:04 | $66,911.63
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)

CURRENT PRICE: $66,864.82 at 2026-03-28 18:04

=== WINDOW 225 ===
2026-03-28 17:09 | $66,871.15
2026-03-28 17:14 | $66,863.71  ($-7.44)
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)

CURRENT PRICE: $66,850.48 at 2026-03-28 18:09

=== WINDOW 226 ===
2026-03-28 17:14 | $66,863.71
2026-03-28 17:20 | $66,825.55  ($-38.16)
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)
2026-03-28 18:09 | $66,850.48  ($-14.33)

CURRENT PRICE: $66,887.63 at 2026-03-28 18:14

=== WINDOW 227 ===
2026-03-28 17:20 | $66,825.55
2026-03-28 17:24 | $66,805.24  ($-20.31)
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)
2026-03-28 18:09 | $66,850.48  ($-14.33)
2026-03-28 18:14 | $66,887.63  (+$37.15)

CURRENT PRICE: $66,864.21 at 2026-03-28 18:19

=== WINDOW 228 ===
2026-03-28 17:24 | $66,805.24
2026-03-28 17:29 | $66,755.12  ($-50.12)
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)
2026-03-28 18:09 | $66,850.48  ($-14.33)
2026-03-28 18:14 | $66,887.63  (+$37.15)
2026-03-28 18:19 | $66,864.21  ($-23.42)

CURRENT PRICE: $66,853.73 at 2026-03-28 18:24

=== WINDOW 229 ===
2026-03-28 17:29 | $66,755.12
2026-03-28 17:34 | $66,714.61  ($-40.52)
2026-03-28 17:39 | $66,817.04  (+$102.43)
2026-03-28 17:44 | $66,795.57  ($-21.47)
2026-03-28 17:49 | $66,774.29  ($-21.28)
2026-03-28 17:54 | $66,761.49  ($-12.79)
2026-03-28 18:00 | $66,803.08  (+$41.59)
2026-03-28 18:04 | $66,864.82  (+$61.74)
2026-03-28 18:09 | $66,850.48  ($-14.33)
2026-03-28 18:14 | $66,887.63  (+$37.15)
2026-03-28 18:19 | $66,864.21  ($-23.42)
2026-03-28 18:24 | $66,853.73  ($-10.48)

