Time             | Price
2026-03-28 20:04 | $66,932.19
2026-03-28 20:09 | $66,942.06  (+$9.87)
2026-03-28 20:14 | $66,933.36  ($-8.70)
2026-03-28 20:19 | $66,951.20  (+$17.84)
2026-03-28 20:24 | $66,898.27  ($-52.93)
2026-03-28 20:30 | $66,865.50  ($-32.77)
2026-03-28 20:34 | $66,908.95  (+$43.45)
2026-03-28 20:39 | $66,923.60  (+$14.65)
2026-03-28 20:44 | $66,867.63  ($-55.97)
2026-03-28 20:49 | $66,882.14  (+$14.51)
2026-03-28 20:54 | $66,907.70  (+$25.56)
2026-03-28 20:59 | $66,894.76  ($-12.94)

CURRENT PRICE: $66,865.14 at 2026-03-28 21:04
