Time             | Price
2026-03-28 04:54 | $66,241.08
2026-03-28 04:59 | $66,189.66  ($-51.42)
2026-03-28 05:04 | $66,206.18  (+$16.52)
2026-03-28 05:09 | $66,202.39  ($-3.79)
2026-03-28 05:14 | $66,193.84  ($-8.55)
2026-03-28 05:19 | $66,206.51  (+$12.67)
2026-03-28 05:24 | $66,275.95  (+$69.44)
2026-03-28 05:29 | $66,305.57  (+$29.62)
2026-03-28 05:34 | $66,303.49  ($-2.08)
2026-03-28 05:39 | $66,279.17  ($-24.32)
2026-03-28 05:44 | $66,245.47  ($-33.70)
2026-03-28 05:49 | $66,284.06  (+$38.59)

CURRENT PRICE: $66,314.53 at 2026-03-28 05:54
