Time             | Price
2026-03-27 23:24 | $66,110.95
2026-03-27 23:29 | $66,140.08  (+$29.13)
2026-03-27 23:34 | $66,134.21  ($-5.87)
2026-03-27 23:39 | $66,183.10  (+$48.89)
2026-03-27 23:44 | $66,220.00  (+$36.90)
2026-03-27 23:49 | $66,313.34  (+$93.34)
2026-03-27 23:54 | $66,321.02  (+$7.68)
2026-03-28 00:00 | $66,327.67  (+$6.65)
2026-03-28 00:04 | $66,384.34  (+$56.67)
2026-03-28 00:09 | $66,396.18  (+$11.84)
2026-03-28 00:14 | $66,259.87  ($-136.31)
2026-03-28 00:19 | $66,320.32  (+$60.45)

CURRENT PRICE: $66,314.19 at 2026-03-28 00:24
