Time             | Price
2026-03-28 14:39 | $66,714.66
2026-03-28 14:44 | $66,837.08  (+$122.42)
2026-03-28 14:49 | $66,861.77  (+$24.69)
2026-03-28 14:54 | $66,765.87  ($-95.90)
2026-03-28 15:00 | $66,707.15  ($-58.72)
2026-03-28 15:04 | $66,717.85  (+$10.70)
2026-03-28 15:09 | $66,739.58  (+$21.73)
2026-03-28 15:14 | $66,832.21  (+$92.63)
2026-03-28 15:19 | $67,002.64  (+$170.43)
2026-03-28 15:24 | $67,185.75  (+$183.11)
2026-03-28 15:29 | $67,018.09  ($-167.66)
2026-03-28 15:34 | $67,022.93  (+$4.84)

CURRENT PRICE: $67,037.60 at 2026-03-28 15:39
