Time             | Price
2026-03-28 01:49 | $66,126.06
2026-03-28 01:54 | $66,099.23  ($-26.83)
2026-03-28 01:59 | $66,067.46  ($-31.77)
2026-03-28 02:04 | $66,159.54  (+$92.08)
2026-03-28 02:09 | $66,165.35  (+$5.81)
2026-03-28 02:14 | $66,184.03  (+$18.68)
2026-03-28 02:19 | $66,017.55  ($-166.48)
2026-03-28 02:24 | $66,025.18  (+$7.63)
2026-03-28 02:29 | $66,004.33  ($-20.85)
2026-03-28 02:34 | $65,969.66  ($-34.67)
2026-03-28 02:39 | $65,958.55  ($-11.11)
2026-03-28 02:44 | $65,986.59  (+$28.04)

CURRENT PRICE: $65,964.50 at 2026-03-28 02:49
