Time             | Price
2026-03-28 07:34 | $66,396.95
2026-03-28 07:39 | $66,397.22  (+$0.27)
2026-03-28 07:44 | $66,404.80  (+$7.58)
2026-03-28 07:49 | $66,425.58  (+$20.78)
2026-03-28 07:54 | $66,440.76  (+$15.18)
2026-03-28 07:59 | $66,516.27  (+$75.51)
2026-03-28 08:04 | $66,479.66  ($-36.61)
2026-03-28 08:09 | $66,467.58  ($-12.08)
2026-03-28 08:14 | $66,440.11  ($-27.47)
2026-03-28 08:19 | $66,471.44  (+$31.33)
2026-03-28 08:24 | $66,495.41  (+$23.97)
2026-03-28 08:29 | $66,501.99  (+$6.58)

CURRENT PRICE: $66,486.72 at 2026-03-28 08:34
