Time             | Price
2026-03-27 23:09 | $65,930.70
2026-03-27 23:14 | $66,027.61  (+$96.91)
2026-03-27 23:19 | $66,049.04  (+$21.43)
2026-03-27 23:24 | $66,110.95  (+$61.91)
2026-03-27 23:29 | $66,140.08  (+$29.13)
2026-03-27 23:34 | $66,134.21  ($-5.87)
2026-03-27 23:39 | $66,183.10  (+$48.89)
2026-03-27 23:44 | $66,220.00  (+$36.90)
2026-03-27 23:49 | $66,313.34  (+$93.34)
2026-03-27 23:54 | $66,321.02  (+$7.68)
2026-03-28 00:00 | $66,327.67  (+$6.65)
2026-03-28 00:04 | $66,384.34  (+$56.67)

CURRENT PRICE: $66,396.18 at 2026-03-28 00:09
