Time             | Price
2026-03-28 16:19 | $67,019.68
2026-03-28 16:24 | $67,027.09  (+$7.41)
2026-03-28 16:29 | $67,035.47  (+$8.38)
2026-03-28 16:34 | $66,968.20  ($-67.27)
2026-03-28 16:39 | $66,923.83  ($-44.37)
2026-03-28 16:44 | $66,866.23  ($-57.60)
2026-03-28 16:49 | $66,858.26  ($-7.97)
2026-03-28 16:54 | $66,823.81  ($-34.45)
2026-03-28 16:59 | $66,874.78  (+$50.97)
2026-03-28 17:04 | $66,911.63  (+$36.85)
2026-03-28 17:09 | $66,871.15  ($-40.48)
2026-03-28 17:14 | $66,863.71  ($-7.44)

CURRENT PRICE: $66,825.55 at 2026-03-28 17:20
